,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
245332,122858,Seda Gurgenovna Tutkhalyan,F,17.0,146.0,43.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
245345,122867,Chlo Marianne  Tutton,F,20.0,169.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
245346,122867,Chlo Marianne  Tutton,F,20.0,169.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,
245347,122867,Chlo Marianne  Tutton,F,20.0,169.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
245376,122881,"Seremaia ""Jerry"" Tuwai Vunisa",M,27.0,174.0,81.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
245382,122885,Juraj Tuinsk,M,31.0,184.0,73.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",
245383,122885,Juraj Tuinsk,M,31.0,184.0,73.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",
245402,122898,Serghei vetcov,M,27.0,178.0,70.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
245410,122903,Robert Tvorogal,M,21.0,168.0,87.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,
245411,122903,Robert Tvorogal,M,21.0,168.0,87.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
245412,122903,Robert Tvorogal,M,21.0,168.0,87.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,
245413,122903,Robert Tvorogal,M,21.0,168.0,87.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
245414,122903,Robert Tvorogal,M,21.0,168.0,87.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
245415,122903,Robert Tvorogal,M,21.0,168.0,87.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
245416,122903,Robert Tvorogal,M,21.0,168.0,87.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
245464,122916,Stephanie April Twell,F,26.0,168.0,57.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",
245468,122918,Emma Twigg,F,29.0,182.0,76.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,
245470,122919,"Georgina Sophie ""Georgie"" Twigg",F,25.0,170.0,62.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
245484,122927,Ryan Tyack,M,25.0,186.0,102.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,
245485,122927,Ryan Tyack,M,25.0,186.0,102.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,Bronze
245486,122928,Ilya Tyapkin,M,25.0,160.0,65.0,Kyrgyzstan,KGZ,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
245488,122930,Patrik Tybor,M,28.0,186.0,89.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
245535,122954,Pavlo Yuriyovych Tymoshchenko,M,29.0,192.0,78.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
245539,122956,Nurmakhan Anarbekovich Tynaliyev,M,28.0,198.0,130.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",
245543,122959,Dustin Tynes,M,20.0,185.0,75.0,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,
245551,122962,Aysuluu Tynybekova,F,23.0,170.0,58.0,Kyrgyzstan,KGZ,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",
245585,122980,Erik Tysse,M,35.0,190.0,70.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,
245613,122997,Anastasiya Tyurina,F,14.0,165.0,50.0,Tajikistan,TJK,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
245639,123012,Giorgos Tziallas,M,29.0,189.0,91.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,
245691,123039,Miguel Armando Ubeto Aponte,M,39.0,168.0,70.0,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
245697,123043,Davide Uccellari,M,24.0,185.0,64.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,
245707,123049,Miki Uchida,F,21.0,173.0,62.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
245708,123049,Miki Uchida,F,21.0,173.0,62.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
245709,123049,Miki Uchida,F,21.0,173.0,62.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
245721,123055,Kohei Uchima,M,27.0,170.0,60.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
245736,123056,Kohei Uchimura,M,27.0,160.0,54.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,Gold
245737,123056,Kohei Uchimura,M,27.0,160.0,54.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Gold
245738,123056,Kohei Uchimura,M,27.0,160.0,54.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
245739,123056,Kohei Uchimura,M,27.0,160.0,54.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
245740,123056,Kohei Uchimura,M,27.0,160.0,54.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
245741,123056,Kohei Uchimura,M,27.0,160.0,54.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
245742,123056,Kohei Uchimura,M,27.0,160.0,54.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
245764,123066,Yuki Uchiyama,F,18.0,159.0,49.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,
245765,123066,Yuki Uchiyama,F,18.0,159.0,49.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
245766,123066,Yuki Uchiyama,F,18.0,159.0,49.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
245789,123078,Filip Ude,M,30.0,170.0,68.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
245802,123087,Ndifreke Effiong Udo,M,17.0,173.0,78.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
245839,123106,Attapon Uea-Aree,M,26.0,175.0,78.0,Thailand,THA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
245844,123109,Ai Ueda,F,32.0,155.0,44.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,
245855,123112,Naomichi Ueda,M,21.0,186.0,77.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
245869,123118,Miyuki Uehara,F,20.0,154.0,39.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",
245910,123138,Ovini Uera,M,28.0,170.0,90.0,Nauru,NRU,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,
245953,123157,Lorraine Efe Ugen,F,24.0,179.0,65.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,
245965,123163,Maria Ugolkova,F,27.0,173.0,65.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
245966,123163,Maria Ugolkova,F,27.0,173.0,65.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
245967,123163,Maria Ugolkova,F,27.0,173.0,65.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
246033,123192,Maicel Uibo,M,23.0,188.0,84.0,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,
246036,123195,Dirk Uittenbogaard,M,26.0,199.0,93.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
246037,123196,Chijindu Andre E. O. Ujah,M,22.0,182.0,81.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
246038,123196,Chijindu Andre E. O. Ujah,M,22.0,182.0,81.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
246050,123204,Miles Ukaoma,M,24.0,186.0,84.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
246054,123207,Roko-Leni Uki,M,31.0,195.0,88.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
246061,123211,Chierika Ukogu,F,23.0,180.0,67.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,
246065,123214,Yevgeniya Nikolayevna Ukolova,F,27.0,181.0,66.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,
246074,123220,Abdi Hakin Achkel Ulad,M,25.0,175.0,57.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
246081,123223,Denis Ulanov,M,22.0,175.0,85.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
246083,123225,Edgaras Ulanovas,M,24.0,198.0,94.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
246111,123242,Mariya Viktorivna Ulitina,F,24.0,178.0,65.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,
246226,123294,Aminu Umar,M,21.0,172.0,72.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
246227,123295,Sadiq Umar,M,19.0,172.0,75.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
246230,123297,Olga Vladimirovna Umaraliyeva,F,28.0,161.0,58.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",
246243,123304,Michael Daniel Chukwuma  Umeh,M,31.0,187.0,88.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
246251,123307,Mami Umeki,F,21.0,174.0,78.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Heavyweight,
246274,123318,Johanna Umurungi,F,20.0,,,Rwanda,RWA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
246278,123322,Mehmet Nadir nal,M,23.0,181.0,81.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,
246296,123333,Jacob Une Larsson,M,22.0,178.0,69.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
246326,123351,Elena Monica Ungureanu,F,28.0,164.0,48.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,
246327,123352,Paula-Claudia Ungureanu (Rdulescu-),F,36.0,181.0,75.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
246338,123355,Mikls Ungvri,M,35.0,176.0,76.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,
246340,123357,Lisa Unruh,F,28.0,180.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,Silver
246347,123361,Laura Emma Unsworth,F,28.0,157.0,55.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
246359,123368,Kathrin Unterwurzacher,F,24.0,173.0,63.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,
246362,123370,"Kisi Keomaka ""Maka"" Unufe",M,24.0,188.0,93.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
246388,123377,Dainis Upelnieks,M,33.0,193.0,103.0,Latvia,LAT,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,
246447,123404,Dilara Uralp,F,20.0,163.0,54.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,
246457,123406,Rigoberto Urn Urn,M,29.0,171.0,53.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
246518,123435,Aleksandra Urbaczyk-Olejarczyk,F,28.0,172.0,62.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
246519,123435,Aleksandra Urbaczyk-Olejarczyk,F,28.0,172.0,62.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
246521,123436,Robert Urbanek,M,29.0,200.0,122.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,
246530,123441,Lena Urbaniak,F,23.0,174.0,92.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,
246531,123442,Danuta Urbanik,F,26.0,167.0,49.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",
246580,123462,Marian Urdabayeva,F,28.0,165.0,48.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,
246621,123480,Sugoi Uriarte Marcos,M,32.0,172.0,66.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,
246628,123487,"Mara Jos ""Marajo"" Uribe Durn",F,26.0,168.0,65.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,
246651,123501,Diyorbek Urozboyev,M,22.0,172.0,60.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Bronze
246674,123516,Yosiry Urrutia Chaverra,F,30.0,176.0,65.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,
246683,123522,Jade Uru,M,28.0,189.0,88.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,
246728,123535,Viktoriya Volodymyrivna Us,F,23.0,167.0,63.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",
246751,123550,Galymzhan Shakhizindakhanovich Userbayev,M,27.0,173.0,74.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",
246759,123552,Dmitry Arkadyevich Ushakov,M,27.0,177.0,64.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,
246778,123562,Keisuke Ushiro,M,30.0,196.0,95.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,
246814,123578,Mariam Usman,F,25.0,166.0,112.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,
246819,123581,Mara Catalina Usme Pineda,F,26.0,163.0,65.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
246855,123600,Darya Konstantinovna Ustinova,F,17.0,183.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
246856,123600,Darya Konstantinovna Ustinova,F,17.0,183.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,
246857,123600,Darya Konstantinovna Ustinova,F,17.0,183.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,
246866,123604,Komronshokh Ustopiriyon,M,23.0,182.0,90.0,Tajikistan,TJK,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,
246879,123608,Nida Eliz stnda,F,19.0,179.0,69.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,
246905,123617,Anna Vladimirovna Ustyukhina,F,27.0,177.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
246918,123627,"Sannuvanda Kushalappa ""S. K."" Uthappa",M,22.0,183.0,84.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
246936,123636,Sanni Marja Anniina Utriainen,F,25.0,169.0,72.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,
246984,123664,Elsie Uwamahoro,F,27.0,165.0,56.0,Burundi,BDI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
246987,123667,Ambroise Uwiragiye,M,35.0,,,Rwanda,RWA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
247009,123679,"Benjamin Chukwukelo ""Ben"" Uzoh",M,28.0,191.0,92.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
247079,123714,Iveta Vacenovsk,F,30.0,168.0,58.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,
247168,123745,Lara Vadlau,F,22.0,165.0,56.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,
247170,123746,Jakub Vadlejch,M,25.0,191.0,93.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,
247171,123747,Benjamin Vadnai,M,20.0,183.0,82.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,
247232,123780,ivil Vaiciukeviit,F,20.0,164.0,54.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
247269,123802,Nanna Vainio,F,25.0,170.0,60.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,
247273,123805,Pablo Vainstein,M,27.0,184.0,89.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
247286,123815,Apolonia Vaivai,F,25.0,153.0,69.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight,
247301,123823,Donna Marie Vakalis,F,36.0,164.0,53.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,
247302,123824,Virimi Vakatawa,M,24.0,185.0,87.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
247315,123831,Petr Vako,M,24.0,180.0,70.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
247341,123846,Jonas Valaninas,M,24.0,213.0,120.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
247431,123871,Milda Valiukait,F,22.0,176.0,66.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Bronze
247451,123884,Alejandro Enrique Valds Tobier,M,27.0,165.0,65.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",
247463,123892,Mara Fernanda Valds Paris,F,24.0,161.0,75.0,Chile,CHI,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,
247480,123900,Alonso Valdez Prado,M,38.0,170.0,68.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
247523,123920,Alejandra Valencia Trujillo,F,21.0,175.0,74.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
247524,123920,Alejandra Valencia Trujillo,F,21.0,175.0,74.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,
247532,123925,Ingrit Lorena Valencia Victoria,F,27.0,160.0,50.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Bronze
247559,123941,Ailen Valente,F,20.0,167.0,58.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,
247560,123941,Ailen Valente,F,20.0,167.0,58.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
247561,123941,Ailen Valente,F,20.0,167.0,58.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
247562,123941,Ailen Valente,F,20.0,167.0,58.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
247564,123943,Jennifer Valente,F,21.0,176.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Silver
247565,123944,Miguel Leite Valente,M,23.0,176.0,70.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",
247578,123953,Lidia Valentn Prez,F,31.0,169.0,75.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Heavyweight,Bronze
247579,123954,Natalia Cristina Valentn Len,F,26.0,170.0,61.0,Puerto Rico,PUR,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
247594,123962,Brandon Valentine-Parris,M,21.0,173.0,55.0,Saint Vincent and the Grenadines,VIN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,
247605,123969,Manon Valentino,F,25.0,172.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,
247609,123972,Albane Valenzuela,F,18.0,174.0,58.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,
247624,123982,David Valero Serrano,M,27.0,189.0,76.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",
247658,124000,Tero Seppo Vlimki,M,34.0,170.0,73.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",
247675,124005,Roman Gazizovich Valiyev,M,32.0,190.0,76.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
247676,124006,Kristina Valjas,F,29.0,186.0,73.0,Canada-2,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,
247703,124020,Yekaterina Igorevna Valkova,F,25.0,167.0,63.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,
247705,124022,Jessica Vall Montero,F,27.0,163.0,52.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
247706,124022,Jessica Vall Montero,F,27.0,163.0,52.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,
247717,124031,Jean-Charles Valladont,M,27.0,180.0,83.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,Silver
247718,124031,Jean-Charles Valladont,M,27.0,180.0,83.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,
247735,124040,Camila Valle Granados,F,21.0,160.0,60.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,
247761,124057,Sacha Valleau,M,19.0,192.0,97.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,
247822,124080,Thibaut Vallette,M,42.0,171.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
247823,124080,Thibaut Vallette,M,42.0,171.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
